Number of Processes,Memory Used (MB),Time Elapsed (ms)
1745,9593.98046875,4447884.926080704
1746,9598.65234375,4450446.183443069
1747,9611.53125,4452958.493232727
1748,9602.51171875,4455498.698711395
1749,9607.0625,4458030.270814896
1750,9608.10546875,4460556.197881699
1751,9617.30859375,4463155.4646492
1752,9608.1015625,4465680.878162384
1753,9612.96875,4468286.293506622
1754,9617.8828125,4470870.730876923
1755,9636.23828125,4473401.478767395
1756,9634.9921875,4476045.717000961
1757,9641.0234375,4478598.84262085
1758,9620.078125,4481126.076698303
1759,9618.66796875,4483668.478965759
1760,9615.36328125,4486197.441577911
1761,9616.140625,4488772.464752197
1762,9608.984375,4491315.6914711
1763,9615.08984375,4493860.498428345
1764,9624.1640625,4496509.71531868
1765,9615.12109375,4499029.371023178
1766,9626.53125,4501544.889450073
1767,9630.9921875,4504112.379550934
1768,9640.33203125,4506642.268657684
1769,9642.40625,4509197.733879089
1770,9653.59375,4511774.248600006
1771,9674.52734375,4514295.949935913
1772,9679.42578125,4516905.723810196
1773,9679.734375,4519496.200084686
1774,9696.94140625,4522041.63646698
1775,9699.86328125,4524576.771020889
1776,9709.43359375,4527113.298654556
1777,9719.51953125,4529628.532409668
1778,9739.609375,4532149.530410767
1779,9739.87109375,4534759.171485901
1780,9738.51171875,4537280.521392822
1781,9767.38671875,4539804.390907288
1782,9785.23046875,4542394.467353821
1783,9794.79296875,4544975.270748138
1784,9808.48828125,4547505.962610245
1785,9797.078125,4550070.046424866
1786,9810.2421875,4552616.460561752
1787,9814.42578125,4555233.778476715
1788,9837.24609375,4557755.8698654175
1789,9805.4453125,4560343.588590622
1790,9820.8046875,4562949.974060059
1791,9833.921875,4565480.558633804
1792,9854.05078125,4568034.645080566
1793,9841.81640625,4570673.217535019
1794,9847.53125,4573227.491378784
1795,9859.50390625,4575851.831674576
1796,9865.6171875,4578432.750701904
1797,9876.51171875,4580948.939800262
1798,9872.265625,4583520.056247711
1799,9881.40234375,4586036.4508628845
1800,9891.796875,4588592.759609222
1801,9892.984375,4591130.731105804
1802,9891.51953125,4593666.129112244
1803,9904.96484375,4596208.721637726
1804,9899.69140625,4598818.780899048
1805,9895.41796875,4601345.515966415
1806,9893.7421875,4603876.77526474
1807,9909.15234375,4606401.726484299
1808,9903.80078125,4608918.322086334
1809,9908.41015625,4611444.160699844
1810,9922.1171875,4614115.623950958
1811,9914.26171875,4616676.256895065
1812,9925.0625,4619205.69396019
1813,9942.828125,4621770.023107529
1814,9945.80078125,4624285.650253296
1815,9955.31640625,4626818.016290665
1816,9935.98828125,4629347.188234329
1817,9961.53125,4631866.838932037
1818,9963.51953125,4634391.990184784
1819,9966.1640625,4636992.680311203
1820,9974.171875,4639537.728309631
1821,9990.16796875,4642080.565214157
1822,9994.4765625,4644596.499204636
1823,9999.63671875,4647131.869792938
1824,10002.9765625,4649787.319421768
1825,10011.26953125,4652323.811531067
1826,10020.94921875,4654862.526893616
1827,10023.08203125,4657375.021934509
1828,10037.6171875,4659903.799533844
1829,10035.40625,4662454.843044281
1830,10033.3984375,4665049.759149551
1831,10053.27734375,4667579.0638923645
1832,10069.19921875,4670099.7314453125
1833,10059.4765625,4672683.000564575
1834,10055.9296875,4675259.659290314
1835,10062.0625,4677805.649518967
1836,10075.140625,4680366.774559021
1837,10084.78515625,4682905.589580536
1838,10077.73046875,4685487.064599991
1839,10083.5546875,4688051.226854324
1840,10102.5078125,4690628.593444824
1841,10067.9921875,4693184.960126877
1842,10070.3984375,4695712.650060654
1843,10067.9375,4698273.66399765
1844,10075.09765625,4700796.677827835
1845,10075.80078125,4703327.2931575775
1846,10087.62890625,4705885.279178619
1847,10098.11328125,4708459.730625153
1848,10100.453125,4711009.273290634
1849,10111.51171875,4713525.550603867
1850,10112.61328125,4716040.107250214
1851,10121.046875,4718586.327075958
1852,10139.0,4721130.334615707
1853,10132.390625,4723654.396772385
1854,10121.4765625,4726215.446949005
1855,10123.95703125,4728743.829965591
1856,10127.9453125,4731278.084516525
1857,10127.64453125,4733837.815284729
1858,10137.62109375,4736448.783159256
1859,10144.90625,4738972.761631012
1860,10147.078125,4741505.244255066
1861,10142.16015625,4744024.256229401
1862,10148.11328125,4746562.272310257
1863,10154.42578125,4749076.032876968
1864,10167.80078125,4751625.817060471
1865,10175.796875,4754180.5057525635
1866,10178.1875,4756814.037799835
1867,10175.5390625,4759353.99389267
1868,10198.5703125,4761866.592168808
1869,10201.52734375,4764395.575761795
1870,10213.16015625,4766919.784545898
1871,10219.20703125,4769434.567928314
1872,10233.58203125,4771963.008403778
1873,10226.80859375,4774504.533290863
1874,10234.7890625,4777021.883487701
1875,10236.07421875,4779559.16762352
1876,10242.2890625,4782085.706233978
1877,10234.06640625,4784665.76218605
1878,10244.5234375,4787191.644191742
1879,10260.66796875,4789724.542856216
1880,10258.92578125,4792255.118131638
1881,10269.2265625,4794874.979496002
1882,10250.5625,4797474.899291992
1883,10249.74609375,4800005.10764122
1884,10257.34765625,4802537.0762348175
1885,10272.6640625,4805095.853328705
1886,10289.4921875,4807636.593103409
1887,10258.1953125,4810180.813074112
1888,10262.6015625,4812699.907302856
1889,10272.1953125,4815332.320451736
1890,10280.6015625,4817859.699487686
1891,10292.0703125,4820387.254476547
1892,10296.671875,4822976.858377457
1893,10299.9609375,4825492.774009705
1894,10302.32421875,4828036.1328125
1895,10304.5078125,4830751.288414001
1896,10314.90625,4833282.908678055
1897,10329.2890625,4835803.852081299
1898,10346.69140625,4838339.603185654
1899,10340.0859375,4840927.723646164
1900,10333.43359375,4843463.056087494
1901,10335.33203125,4846085.181951523
1902,10354.90625,4848630.612611771
1903,10354.1171875,4851143.56303215
1904,10362.31640625,4853743.800401688
1905,10357.97265625,4856270.2832221985
1906,10368.9453125,4858840.814828873
1907,10372.15234375,4861443.5613155365
1908,10366.46484375,4863987.96749115
1909,10363.2265625,4866545.931100845
1910,10387.88671875,4869213.583469391
1911,10378.56640625,4871740.737915039
1912,10392.66015625,4874258.511304855
1913,10407.1484375,4876792.697191238
1914,10418.484375,4879326.761007309
1915,10420.2890625,4881839.166164398
1916,10419.67578125,4884395.889282227
1917,10433.45703125,4886936.075210571
1918,10424.59375,4889455.614089966
1919,10443.828125,4891973.527669907
1920,10436.5859375,4894604.815244675
1921,10442.21484375,4897152.767419815
1922,10451.8828125,4899702.852725983
1923,10466.6015625,4902278.698444366
1924,10471.59765625,4904886.667728424
1925,10468.26171875,4907471.2290763855
1926,10477.08203125,4910047.328948975
1927,10471.6484375,4912578.287363052
1928,10494.82421875,4915164.9560928345
1929,10480.91015625,4917726.814031601
1930,10485.23046875,4920250.780582428
1931,10498.59765625,4922800.60505867
1932,10505.40234375,4925403.616905212
1933,10499.6015625,4927921.1802482605
1934,10500.328125,4930485.122680664
1935,10505.3671875,4933041.046619415
1936,10502.82421875,4935578.335762024
1937,10519.4609375,4938167.193651199
1938,10516.5234375,4940860.93044281
1939,10542.1328125,4943389.81461525
1940,10587.39453125,4945909.259557724
1941,10608.27734375,4948507.107973099
1942,10599.171875,4951028.764724731
1943,10601.2265625,4953558.238506317
1944,10612.30078125,4956073.025941849
1945,10603.37109375,4958592.069387436
1946,10618.68359375,4961119.334697723
1947,10624.95703125,4963644.877433777
1948,10620.6953125,4966222.059965134
1949,10631.171875,4968824.512004852
1950,10625.78515625,4971453.845024109
1951,10637.23828125,4974052.942752838
1952,10650.42578125,4976592.638492584
1953,10730.33984375,4979143.962144852
1954,11110.37890625,4981681.98132515
1955,11116.75,4984267.041683197
1956,11175.8515625,4986786.84592247
1957,11161.3984375,4989400.715112686
1958,11166.59765625,4991961.939334869
1959,11174.796875,4994521.289348602
1960,11188.4921875,4997156.964540482
1961,11200.16015625,4999677.582025528
1962,11200.67578125,5002228.695392609
1963,11187.89453125,5004883.540391922
1964,11183.109375,5007412.636518478
1965,11197.93359375,5009959.769010544
1966,11176.35546875,5012634.880304337
1967,11168.38671875,5015171.084403992
1968,11142.98828125,5017699.505805969
1969,11150.62890625,5020378.0953884125
1970,11130.0078125,5022996.866941452
1971,11135.07421875,5025539.170742035
1972,11158.21875,5028184.090614319
1973,11154.3984375,5030702.764511108
1974,11194.50390625,5033216.581583023
1975,11188.0390625,5035971.171379089
1976,11190.234375,5038492.091417313
1977,11201.47265625,5041026.355981827
1978,11196.16796875,5043580.86848259
1979,11193.07421875,5046133.907794952
1980,11192.453125,5048674.86333847
1981,11199.88671875,5051208.445072174
1982,11209.48046875,5053739.093780518
1983,11215.890625,5056252.405166626
1984,11223.875,5058773.408412933
1985,11224.07421875,5061321.836471558
1986,11239.95703125,5063906.68463707
1987,11262.7890625,5066448.884487152
1988,11278.80078125,5069037.05072403
1989,11275.33984375,5071655.330896378
1990,11285.4296875,5074190.258264542
1991,11295.54296875,5076770.605564117
1992,11309.46484375,5079332.891702652
1993,11321.37109375,5081855.581521988
1994,11325.12109375,5084386.257171631
1995,11341.75390625,5086901.786565781
1996,11332.53125,5089471.945047379
1997,11325.0546875,5092031.886339188
1998,11347.56640625,5094564.137458801
1999,11333.26953125,5097084.233760834
2000,11345.640625,5099612.890005112
2001,11347.99609375,5102185.767889023
2002,11347.25,5104719.439506531
2003,11342.53125,5107281.21471405
2004,11350.99609375,5109813.650608063
2005,11346.71875,5112372.896432877
2006,11354.71484375,5114890.040874481
2007,11360.46484375,5117403.392076492
2008,11367.4921875,5119953.201055527
2009,11377.8203125,5122493.52145195
2010,11382.69140625,5125218.2970047
2011,11393.03515625,5127767.838001251
2012,11386.30859375,5130379.845619202
2013,11411.9453125,5132936.876535416
2014,11417.30859375,5135450.867176056
2015,11425.46875,5137994.177818298
2016,11417.265625,5140741.365194321
2017,11419.34765625,5143329.734802246
2018,11416.55078125,5146041.021108627
2019,11424.8359375,5148562.883615494
2020,11423.90234375,5151130.904912949
2021,11433.109375,5153763.867378235
2022,11441.67578125,5156321.419000626
2023,11444.08984375,5158865.681648254
2024,11439.2421875,5161428.261995316
2025,11444.61328125,5163996.004581451
2026,11449.96484375,5166539.9079322815
2027,11443.96484375,5169076.497793198
2028,11477.0859375,5171610.663175583
2029,11471.35546875,5174127.127408981
2030,11470.05078125,5176672.166109085
2031,11467.08203125,5179274.976730347
2032,11480.515625,5181829.900026321
2033,11507.19140625,5184368.709802628
2034,11497.68359375,5186924.194812775
2035,11514.13671875,5189446.581602097
2036,11511.73828125,5191991.548538208
2037,11538.30859375,5194561.094522476
2038,11544.70703125,5197107.326745987
2039,11540.640625,5199637.066602707
2040,11546.80859375,5202153.559207916
2041,11554.25390625,5204702.161312103
2042,11555.0625,5207276.917457581
2043,11574.76171875,5209820.030212402
2044,11588.48828125,5212355.904340744
2045,11591.43359375,5214906.923532486
2046,11577.4609375,5217477.89812088
2047,11579.76953125,5220002.290010452
2048,11584.30078125,5222535.284996033
2049,11615.53125,5225071.715354919
2050,11616.7421875,5227618.028879166
2051,11613.10546875,5230139.102935791
2052,11620.63671875,5232724.1451740265
2053,11640.0,5235456.879854202
2054,11650.87109375,5237977.709770203
2055,11650.34765625,5240504.095077515
2056,11649.9453125,5243181.911706924
2057,11654.96484375,5245733.051776886
2058,11650.41015625,5248264.173030853
2059,11657.6171875,5250811.939001083
2060,11646.34375,5253381.036520004
2061,11651.734375,5255896.315813065
2062,11665.91796875,5258409.649848938
2063,11670.6328125,5261041.657447815
2064,11667.51953125,5263578.172922134
2065,11674.515625,5266112.197875977
2066,11688.96875,5268650.6407260895
2067,11665.2265625,5271197.526454926
2068,11663.890625,5273731.890916824
2069,11671.10546875,5276278.249979019
2070,11675.1953125,5278790.101766586
2071,11661.31640625,5281340.526342392
2072,11662.29296875,5283860.887050629
2073,11677.01953125,5286409.949302673
2074,11693.80859375,5289109.5242500305
2075,11708.3203125,5291644.957542419
2076,11723.015625,5294190.202474594
2077,11744.5625,5296869.066476822
2078,11740.48046875,5299468.899965286
2079,11741.921875,5302012.90512085
2080,11769.55078125,5304701.614379883
2081,11766.8828125,5307218.414545059
2082,11768.96484375,5309740.657091141
2083,11773.71484375,5312279.085159302
2084,11783.484375,5314799.752235413
2085,11790.296875,5317313.492059708
2086,11794.62890625,5319828.236818314
2087,11804.16015625,5322340.173244476
2088,11815.140625,5324919.041156769
2089,11814.41015625,5327436.676025391
2090,11816.45703125,5329965.876579285
2091,11826.25,5332674.503087997
2092,11844.75,5335212.188243866
2093,11857.390625,5337751.887321472
2094,11869.484375,5340291.699409485
2095,11877.76171875,5342900.116682053
2096,11858.48046875,5345455.912828445
2097,11870.34375,5348015.310049057
2098,11864.46484375,5350582.702875137
2099,11870.25390625,5353102.485179901
2100,11861.58203125,5355624.106645584
2101,11873.75390625,5358174.582242966
2102,11867.72265625,5360851.393938065
2103,11857.7734375,5363402.0392894745
2104,11851.69140625,5365931.024074554
