Block Size (MB),Test Number,Allocation Time (ms),Write Time (ms),Read Time (ms),Free Time (ms)
1000,29,0.005,4901.710,2452.616,44.596
1000,30,0.005,4902.335,2452.653,44.688
1000,31,0.005,4901.697,2452.669,44.685
1000,32,0.005,4901.482,2452.564,44.633
1000,33,0.005,4902.268,2452.682,44.529
1000,34,0.005,4901.950,2452.615,44.632
1000,35,0.005,4901.217,2452.681,44.681
1000,36,0.005,4901.894,2452.678,44.664
1000,37,0.005,4901.825,2452.560,44.654
1000,38,0.005,4901.387,2452.596,44.570
1000,39,0.005,4901.162,2452.623,44.698
1000,40,0.005,4902.178,2452.536,44.645
1000,41,0.005,4901.635,2452.509,44.651
1000,42,0.006,4901.303,2452.585,44.619
1000,43,0.005,4902.105,2452.637,44.687
1000,44,0.005,4902.015,2452.636,44.568
1000,45,0.005,4900.889,2452.604,44.606
1000,46,0.005,4900.200,2452.578,44.722
1000,47,0.005,4901.559,2452.614,44.638
1000,48,0.005,4900.551,2452.560,44.576
1000,49,0.005,4901.683,2452.566,44.615
1000,50,0.005,4901.708,2452.549,44.663
1000,51,0.006,4901.338,2452.688,44.743
1000,52,0.005,4901.379,2452.991,44.690
1000,53,0.006,4901.021,2452.790,44.644
1000,54,0.005,4901.207,2452.576,44.631
1000,55,0.005,4902.450,2452.500,44.512
1000,56,0.006,4901.942,2452.698,44.701
1000,57,0.006,4901.104,2452.661,44.625
1000,58,0.005,4901.570,2452.676,44.715
1000,59,0.006,4901.781,2452.526,44.627
1000,60,0.005,4902.067,2452.683,44.588
1000,61,0.005,4900.822,2452.632,44.778
1000,62,0.005,4901.291,2452.596,44.609
1000,63,0.005,4901.388,2452.631,44.633
1000,64,0.005,4901.846,2452.616,44.561
1000,65,0.005,4901.812,2452.595,44.698
1000,66,0.005,4902.259,2452.688,44.695
1000,67,0.005,4901.552,2452.608,44.544
1000,68,0.005,4902.040,2452.705,44.716
1000,69,0.005,4901.445,2452.679,44.631
1000,70,0.006,4901.831,2452.603,44.615
1000,71,0.005,4902.283,2452.597,44.651
1000,72,0.005,4901.569,2452.611,44.792
1000,73,0.005,4901.202,2452.586,44.655
1000,74,0.005,4901.524,2452.647,44.717
1000,75,0.005,4901.353,2452.608,44.569
1000,76,0.005,4901.789,2452.714,44.648
1000,77,0.005,4901.912,2452.602,44.566
1000,78,0.005,4901.666,2452.684,44.593
1000,79,0.006,4901.943,2452.650,44.653
1000,80,0.005,4900.934,2452.539,44.659
1000,81,0.005,4901.973,2452.632,44.680
1000,82,0.006,4901.622,2452.638,44.667
1000,83,0.005,4901.429,2452.608,44.811
1000,84,0.005,4901.078,2452.575,44.634
1000,85,0.005,4900.981,2452.579,44.646
1000,86,0.005,4901.737,2452.577,44.576
1000,87,0.006,4901.496,2452.529,44.600
1000,88,0.005,4901.207,2452.649,44.593
1000,89,0.005,4900.394,2452.661,44.735
1000,90,0.005,4900.206,2452.533,44.698
1000,91,0.005,4900.532,2452.652,44.742
1000,92,0.006,4900.147,2452.609,44.644
1000,93,0.006,4900.563,2452.645,44.721
1000,94,0.005,4900.832,2452.664,44.626
1000,95,0.005,4900.005,2452.650,44.669
1000,96,0.005,4900.223,2452.672,44.676
1000,97,0.005,4900.072,2452.618,44.710
1000,98,0.005,4900.308,2452.629,44.580
1000,99,0.005,4899.625,2452.630,44.690
1000,100,0.005,4900.079,2452.666,44.720

Total execution time: 4071425.787 milliseconds
